STREET,CURRENT_LAND_VALUE_2024,CURRENT_LAND_VALUE_2023,CURRENT_LAND_VALUE_2022,CURRENT_LAND_VALUE_2021,CURRENT_LAND_VALUE_2020,CURRENT_IMPROVEMENT_VALUE_2024,CURRENT_IMPROVEMENT_VALUE_2023,CURRENT_IMPROVEMENT_VALUE_2022,CURRENT_IMPROVEMENT_VALUE_2021,CURRENT_IMPROVEMENT_VALUE_2020
55A AVE,536000,545000,447000,382000,375000.0,166000.0,169000.0,165000,141000,140000
55A AVE,536000,545000,447000,382000,375000.0,166000.0,169000.0,165000,141000,140000
DOUGLAS CRES,536000,545000,447000,382000,375000.0,166000.0,169000.0,165000,141000,140000
DOUGLAS CRES,536000,545000,447000,382000,375000.0,166000.0,169000.0,165000,141000,140000
55A AVE,536000,545000,447000,382000,375000.0,166000.0,169000.0,165000,141000,140000
55A AVE,536000,545000,447000,382000,375000.0,166000.0,169000.0,165000,141000,140000
DOUGLAS CRES,618000,611000,508000,451000,442000.0,225000.0,222000.0,214000,190000,188000
DOUGLAS CRES,618000,611000,508000,451000,442000.0,225000.0,222000.0,214000,190000,188000
55A AVE,618000,611000,508000,451000,442000.0,225000.0,222000.0,214000,190000,188000
55A AVE,618000,611000,508000,451000,442000.0,225000.0,222000.0,214000,190000,188000
DOUGLAS CRES,621000,614000,510000,453000,444000.0,227000.0,224000.0,215000,191000,189000
DOUGLAS CRES,621000,614000,510000,453000,444000.0,227000.0,224000.0,215000,191000,189000
55A AVE,621000,614000,510000,453000,444000.0,227000.0,224000.0,215000,191000,189000
55A AVE,621000,614000,510000,453000,444000.0,227000.0,224000.0,215000,191000,189000
DOUGLAS CRES,630000,624000,525000,463000,455000.0,236000.0,234000.0,227000,200000,199000
DOUGLAS CRES,630000,624000,525000,463000,455000.0,236000.0,234000.0,227000,200000,199000
55A AVE,630000,624000,525000,463000,455000.0,236000.0,234000.0,227000,200000,199000
55A AVE,630000,624000,525000,463000,455000.0,236000.0,234000.0,227000,200000,199000
DOUGLAS CRES,668000,660000,558000,500000,490000.0,254000.0,251000.0,241000,216000,214000
DOUGLAS CRES,668000,660000,558000,500000,490000.0,254000.0,251000.0,241000,216000,214000
55A AVE,668000,660000,558000,500000,490000.0,254000.0,251000.0,241000,216000,214000
55A AVE,668000,660000,558000,500000,490000.0,254000.0,251000.0,241000,216000,214000
DOUGLAS CRES,628000,620000,516000,462000,453000.0,227000.0,224000.0,213000,191000,189000
DOUGLAS CRES,628000,620000,516000,462000,453000.0,227000.0,224000.0,213000,191000,189000
55A AVE,628000,620000,516000,462000,453000.0,227000.0,224000.0,213000,191000,189000
55A AVE,628000,620000,516000,462000,453000.0,227000.0,224000.0,213000,191000,189000
DOUGLAS CRES,625000,617000,513000,459000,451000.0,225000.0,222000.0,211000,189000,188000
DOUGLAS CRES,625000,617000,513000,459000,451000.0,225000.0,222000.0,211000,189000,188000
55A AVE,625000,617000,513000,459000,451000.0,225000.0,222000.0,211000,189000,188000
55A AVE,625000,617000,513000,459000,451000.0,225000.0,222000.0,211000,189000,188000
DOUGLAS CRES,541000,551000,451000,388000,381000.0,166000.0,169000.0,164000,141000,140000
DOUGLAS CRES,541000,551000,451000,388000,381000.0,166000.0,169000.0,164000,141000,140000
55A AVE,541000,551000,451000,388000,381000.0,166000.0,169000.0,164000,141000,140000
55A AVE,541000,551000,451000,388000,381000.0,166000.0,169000.0,164000,141000,140000
DOUGLAS CRES,541000,551000,451000,388000,381000.0,166000.0,169000.0,164000,141000,140000
DOUGLAS CRES,541000,551000,451000,388000,381000.0,166000.0,169000.0,164000,141000,140000
55A AVE,541000,551000,451000,388000,381000.0,166000.0,169000.0,164000,141000,140000
55A AVE,541000,551000,451000,388000,381000.0,166000.0,169000.0,164000,141000,140000
DOUGLAS CRES,541000,551000,451000,388000,381000.0,166000.0,169000.0,164000,141000,140000
DOUGLAS CRES,541000,551000,451000,388000,381000.0,166000.0,169000.0,164000,141000,140000
55A AVE,541000,551000,451000,388000,381000.0,166000.0,169000.0,164000,141000,140000
55A AVE,541000,551000,451000,388000,381000.0,166000.0,169000.0,164000,141000,140000
DOUGLAS CRES,625000,618000,513000,460000,451000.0,225000.0,223000.0,212000,190000,188000
DOUGLAS CRES,625000,618000,513000,460000,451000.0,225000.0,223000.0,212000,190000,188000
55A AVE,625000,618000,513000,460000,451000.0,225000.0,223000.0,212000,190000,188000
55A AVE,625000,618000,513000,460000,451000.0,225000.0,223000.0,212000,190000,188000
DOUGLAS CRES,628000,620000,516000,462000,453000.0,227000.0,224000.0,213000,191000,189000
DOUGLAS CRES,628000,620000,516000,462000,453000.0,227000.0,224000.0,213000,191000,189000
55A AVE,628000,620000,516000,462000,453000.0,227000.0,224000.0,213000,191000,189000
55A AVE,628000,620000,516000,462000,453000.0,227000.0,224000.0,213000,191000,189000
DOUGLAS CRES,637000,631000,529000,472000,464000.0,236000.0,234000.0,224000,200000,199000
DOUGLAS CRES,637000,631000,529000,472000,464000.0,236000.0,234000.0,224000,200000,199000
55A AVE,637000,631000,529000,472000,464000.0,236000.0,234000.0,224000,200000,199000
55A AVE,637000,631000,529000,472000,464000.0,236000.0,234000.0,224000,200000,199000
COLLECTION DR,36902000,30627000,27303000,26890000,26769000.0,14144000.0,13559000.0,11047000,10996000,11064000
COLLECTION DR,12343000,10149000,9032000,8272000,7774000.0,4198000.0,4040000.0,3214000,2883000,2305000
COLLECTION DR,16342000,12256000,11673000,11413000,11582000.0,0.0,0.0,0,0,0
COLLECTION DR,17142000,14057000,12471000,11363000,11685000.0,5533000.0,5350000.0,4179000,3682000,3685000
DOUGLAS CRES,421000,422000,351000,315000,291000.0,127000.0,127000.0,118000,106000,105000
DOUGLAS CRES,421000,422000,351000,315000,291000.0,127000.0,127000.0,118000,106000,105000
DOUGLAS CRES,421000,422000,351000,315000,291000.0,127000.0,127000.0,118000,106000,105000
DOUGLAS CRES,421000,422000,351000,315000,291000.0,127000.0,127000.0,118000,106000,105000
DOUGLAS CRES,421000,422000,351000,315000,291000.0,127000.0,127000.0,118000,106000,105000
DOUGLAS CRES,578000,596000,499000,426000,394000.0,175000.0,180000.0,179000,153000,152000
DOUGLAS CRES,571000,593000,498000,425000,393000.0,173000.0,180000.0,178000,152000,151000
DOUGLAS CRES,571000,593000,498000,429000,397000.0,176000.0,183000.0,181000,156000,155000
DOUGLAS CRES,578000,596000,499000,426000,394000.0,175000.0,180000.0,179000,153000,152000
DOUGLAS CRES,463000,466000,387000,333000,308000.0,146000.0,147000.0,143000,123000,122000
DOUGLAS CRES,465000,467000,388000,333000,308000.0,147000.0,148000.0,143000,123000,122000
DOUGLAS CRES,462000,462000,383000,329000,304000.0,145000.0,145000.0,141000,121000,120000
DOUGLAS CRES,521000,543000,453000,418000,386000.0,176000.0,183000.0,168000,155000,154000
DOUGLAS CRES,417000,423000,352000,322000,297000.0,126000.0,128000.0,117000,107000,106000
DOUGLAS CRES,417000,423000,352000,322000,297000.0,126000.0,128000.0,117000,107000,106000
DOUGLAS CRES,417000,423000,352000,322000,297000.0,126000.0,128000.0,117000,107000,106000
DOUGLAS CRES,417000,423000,352000,322000,297000.0,126000.0,128000.0,117000,107000,106000
DOUGLAS CRES,417000,423000,352000,322000,297000.0,126000.0,128000.0,117000,107000,106000
DOUGLAS CRES,417000,423000,352000,322000,297000.0,126000.0,128000.0,117000,107000,106000
DOUGLAS CRES,573000,597000,501000,437000,403000.0,175000.0,182000.0,179000,156000,154000
DOUGLAS CRES,573000,597000,501000,437000,403000.0,175000.0,182000.0,179000,156000,154000
DOUGLAS CRES,573000,597000,501000,437000,403000.0,175000.0,182000.0,179000,156000,154000
DOUGLAS CRES,573000,597000,501000,437000,403000.0,175000.0,182000.0,179000,156000,154000
DOUGLAS CRES,530000,552000,463000,402000,371000.0,156000.0,162000.0,160000,139000,138000
DOUGLAS CRES,440000,448000,374000,344000,317000.0,137000.0,139000.0,127000,117000,116000
DOUGLAS CRES,455000,465000,388000,341000,315000.0,144000.0,147000.0,141000,124000,123000
DOUGLAS CRES,455000,465000,388000,341000,315000.0,144000.0,147000.0,141000,124000,123000
DOUGLAS CRES,455000,465000,388000,341000,315000.0,144000.0,147000.0,141000,124000,123000
DOUGLAS CRES,449000,458000,382000,335000,310000.0,141000.0,144000.0,138000,121000,120000
DOUGLAS CRES,558000,585000,489000,452000,417000.0,194000.0,203000.0,186000,172000,170000
DOUGLAS CRES,526000,548000,457000,426000,394000.0,176000.0,183000.0,166000,155000,154000
DOUGLAS CRES,421000,427000,356000,328000,302000.0,126000.0,128000.0,116000,107000,106000
DOUGLAS CRES,421000,427000,356000,328000,302000.0,126000.0,128000.0,116000,107000,106000
DOUGLAS CRES,421000,427000,356000,328000,302000.0,126000.0,128000.0,116000,107000,106000
DOUGLAS CRES,421000,427000,356000,328000,302000.0,126000.0,128000.0,116000,107000,106000
DOUGLAS CRES,421000,427000,356000,328000,302000.0,126000.0,128000.0,116000,107000,106000
DOUGLAS CRES,579000,602000,506000,445000,411000.0,175000.0,182000.0,177000,156000,154000
DOUGLAS CRES,579000,602000,506000,445000,411000.0,175000.0,182000.0,177000,156000,154000
DOUGLAS CRES,579000,602000,506000,445000,411000.0,175000.0,182000.0,177000,156000,154000
DOUGLAS CRES,579000,602000,506000,445000,411000.0,175000.0,182000.0,177000,156000,154000
DOUGLAS CRES,535000,558000,468000,409000,378000.0,156000.0,162000.0,159000,139000,138000
DOUGLAS CRES,444000,452000,378000,350000,323000.0,137000.0,139000.0,126000,117000,116000
DOUGLAS CRES,460000,469000,391000,348000,321000.0,144000.0,147000.0,139000,124000,123000
DOUGLAS CRES,460000,469000,391000,348000,321000.0,144000.0,147000.0,139000,124000,123000
DOUGLAS CRES,460000,469000,391000,348000,321000.0,144000.0,147000.0,139000,124000,123000
DOUGLAS CRES,563000,590000,493000,461000,425000.0,194000.0,203000.0,184000,172000,170000
DOUGLAS CRES,532000,553000,462000,434000,401000.0,176000.0,183000.0,165000,155000,154000
DOUGLAS CRES,425000,430000,359000,333000,308000.0,126000.0,127000.0,115000,107000,106000
DOUGLAS CRES,425000,430000,359000,333000,308000.0,126000.0,127000.0,115000,107000,106000
DOUGLAS CRES,425000,430000,359000,333000,308000.0,126000.0,127000.0,115000,107000,106000
DOUGLAS CRES,425000,430000,359000,333000,308000.0,126000.0,127000.0,115000,107000,106000
DOUGLAS CRES,425000,430000,359000,333000,308000.0,126000.0,127000.0,115000,107000,106000
DOUGLAS CRES,585000,608000,511000,453000,418000.0,175000.0,182000.0,176000,156000,154000
DOUGLAS CRES,585000,608000,511000,453000,418000.0,175000.0,182000.0,176000,156000,154000
DOUGLAS CRES,585000,608000,511000,453000,418000.0,175000.0,182000.0,176000,156000,154000
DOUGLAS CRES,585000,608000,511000,453000,418000.0,175000.0,182000.0,176000,156000,154000
DOUGLAS CRES,541000,563000,473000,416000,385000.0,156000.0,162000.0,158000,139000,138000
DOUGLAS CRES,449000,457000,381000,356000,329000.0,137000.0,139000.0,125000,117000,116000
DOUGLAS CRES,464000,473000,396000,355000,327000.0,144000.0,147000.0,138000,124000,123000
DOUGLAS CRES,464000,473000,396000,355000,327000.0,144000.0,147000.0,138000,124000,123000
DOUGLAS CRES,464000,473000,396000,355000,327000.0,144000.0,147000.0,138000,124000,123000
DOUGLAS CRES,458000,467000,390000,349000,322000.0,141000.0,144000.0,135000,121000,120000
DOUGLAS CRES,570000,596000,498000,470000,434000.0,194000.0,203000.0,182000,172000,170000
COLLECTION DR,21105000,17861000,15212000,14588000,13065000.0,9753000.0,9347000.0,7103000,7077000,7048000
COLLECTION DR,20414000,17510000,15473000,14933000,15076000.0,9391000.0,9243000.0,7600000,7640000,7675000
204A ST,2713000,2702000,2286000,1644000,1940000.0,1346000.0,1298000.0,1034000,698000,1107000
204A ST,2269000,2125000,1961000,1418000,1575000.0,902000.0,722000.0,709000,472000,742000
204A ST,2289000,2319000,1979000,1442000,1617000.0,922000.0,916000.0,727000,496000,784000
204A ST,2261000,2291000,1960000,1429000,1588000.0,886000.0,879000.0,699000,476000,749000
204A ST,1377000,1414000,1263000,955000,840000.0,0.0,0.0,0,0,0
204A ST,1533000,1575000,1407000,1063000,936000.0,0.0,0.0,0,0,0
204A ST,2356000,2388000,2043000,1475000,1642000.0,989000.0,984000.0,791000,529000,809000
204A ST,2157000,2187000,1872000,1359000,1480000.0,790000.0,784000.0,620000,413000,647000
204A ST,2420000,2449000,2083000,1492000,1701000.0,1053000.0,1045000.0,831000,546000,868000
Langley Bypass,32548000,27530000,24804000,23814000,22146000.0,15098000.0,14443000.0,11509000,11442000,11367000
54A AVE,435000,425000,354000,290000,285000.0,141000.0,138000.0,140000,115000,115000
54A AVE,435000,425000,354000,290000,285000.0,141000.0,138000.0,140000,115000,115000
54A AVE,439000,428000,356000,291000,285000.0,142000.0,139000.0,142000,116000,115000
54A AVE,510000,491000,414000,345000,339000.0,178000.0,172000.0,175000,146000,145000
54A AVE,589000,579000,490000,419000,411000.0,206000.0,202000.0,202000,173000,172000
54A AVE,608000,599000,506000,441000,433000.0,216000.0,213000.0,211000,184000,183000
54A AVE,657000,640000,546000,480000,471000.0,242000.0,235000.0,233000,205000,203000
54A AVE,445000,433000,360000,295000,289000.0,145000.0,141000.0,144000,118000,117000
54A AVE,584000,573000,485000,414000,405000.0,203000.0,199000.0,200000,171000,169000
54A AVE,584000,573000,485000,414000,405000.0,203000.0,199000.0,200000,171000,169000
54A AVE,584000,573000,485000,414000,405000.0,203000.0,199000.0,200000,171000,169000
54A AVE,427000,416000,346000,282000,276000.0,137000.0,133000.0,136000,111000,110000
54A AVE,730000,712000,608000,518000,509000.0,259000.0,253000.0,256000,218000,217000
54A AVE,451000,438000,365000,300000,294000.0,148000.0,144000.0,147000,121000,120000
54A AVE,569000,566000,488000,420000,412000.0,207000.0,206000.0,210000,181000,180000
54A AVE,417000,409000,347000,287000,281000.0,141000.0,138000.0,144000,119000,118000
54A AVE,482000,470000,405000,339000,332000.0,175000.0,171000.0,178000,149000,148000
54A AVE,576000,574000,495000,432000,424000.0,211000.0,210000.0,213000,186000,185000
54A AVE,621000,615000,534000,470000,461000.0,235000.0,233000.0,235000,207000,206000
54A AVE,423000,415000,352000,290000,285000.0,144000.0,141000.0,147000,121000,120000
54A AVE,553000,551000,474000,405000,398000.0,199000.0,198000.0,202000,173000,172000
54A AVE,552000,549000,473000,405000,398000.0,198000.0,197000.0,202000,173000,172000
54A AVE,552000,549000,473000,405000,398000.0,198000.0,197000.0,202000,173000,172000
54A AVE,647000,641000,557000,470000,461000.0,234000.0,232000.0,243000,205000,204000
54A AVE,565000,564000,485000,422000,415000.0,205000.0,205000.0,208000,181000,180000
54A AVE,568000,566000,486000,425000,417000.0,207000.0,206000.0,208000,182000,181000
54A AVE,405000,399000,337000,277000,272000.0,135000.0,133000.0,139000,114000,113000
54A AVE,544000,542000,466000,398000,390000.0,194000.0,193000.0,198000,169000,168000
54A AVE,582000,579000,498000,436000,427000.0,214000.0,213000.0,215000,188000,187000
54A AVE,673000,663000,579000,491000,481000.0,248000.0,244000.0,256000,217000,215000
54A AVE,531000,523000,452000,389000,381000.0,189000.0,186000.0,188000,162000,161000
54A AVE,575000,572000,493000,427000,419000.0,207000.0,206000.0,209000,181000,180000
54A AVE,421000,415000,350000,291000,286000.0,141000.0,139000.0,143000,119000,118000
54A AVE,485000,474000,409000,344000,337000.0,174000.0,170000.0,176000,148000,147000
54A AVE,565000,562000,484000,418000,410000.0,202000.0,201000.0,204000,176000,175000
54A AVE,582000,581000,499000,440000,431000.0,211000.0,211000.0,211000,186000,185000
54A AVE,628000,621000,539000,478000,469000.0,236000.0,233000.0,233000,207000,206000
54A AVE,470000,460000,394000,331000,325000.0,166000.0,163000.0,168000,141000,140000
54A AVE,558000,556000,478000,413000,405000.0,198000.0,198000.0,200000,173000,172000
54A AVE,558000,556000,479000,412000,405000.0,198000.0,198000.0,201000,173000,172000
54A AVE,558000,556000,479000,412000,405000.0,198000.0,198000.0,201000,173000,172000
54A AVE,460000,451000,386000,324000,318000.0,161000.0,158000.0,163000,137000,136000
54A AVE,391000,374000,319000,257000,252000.0,145000.0,139000.0,149000,120000,119000
54A AVE,571000,570000,489000,430000,422000.0,205000.0,205000.0,206000,181000,180000
54A AVE,574000,573000,492000,432000,424000.0,207000.0,207000.0,207000,182000,181000
54A AVE,409000,403000,340000,282000,276000.0,135000.0,133000.0,137000,114000,113000
54A AVE,550000,549000,470000,405000,397000.0,194000.0,194000.0,196000,169000,168000
54A AVE,587000,585000,503000,443000,435000.0,214000.0,213000.0,213000,188000,187000
54A AVE,680000,671000,585000,500000,490000.0,248000.0,245000.0,254000,217000,215000
54A AVE,536000,528000,457000,396000,388000.0,189000.0,186000.0,187000,162000,161000
54A AVE,580000,578000,498000,435000,427000.0,207000.0,206000.0,207000,181000,180000
54A AVE,425000,419000,354000,296000,290000.0,141000.0,139000.0,142000,119000,118000
54A AVE,490000,480000,412000,350000,343000.0,174000.0,171000.0,174000,148000,147000
54A AVE,569000,568000,488000,425000,417000.0,201000.0,201000.0,202000,176000,175000
54A AVE,588000,587000,505000,447000,439000.0,211000.0,211000.0,210000,186000,185000
54A AVE,634000,628000,544000,487000,478000.0,235000.0,233000.0,231000,207000,206000
54A AVE,475000,465000,399000,337000,331000.0,166000.0,163000.0,167000,141000,140000
54A AVE,563000,562000,483000,420000,412000.0,198000.0,198000.0,199000,173000,172000
54A AVE,563000,562000,483000,420000,412000.0,198000.0,198000.0,199000,173000,172000
54A AVE,563000,562000,483000,420000,412000.0,198000.0,198000.0,199000,173000,172000
54A AVE,465000,456000,390000,330000,323000.0,161000.0,158000.0,162000,137000,136000
54A AVE,395000,378000,323000,262000,257000.0,145000.0,139000.0,148000,120000,119000
54A AVE,576000,576000,494000,437000,429000.0,205000.0,205000.0,205000,181000,180000
54A AVE,580000,578000,497000,439000,431000.0,207000.0,206000.0,206000,182000,181000
54A AVE,413000,407000,343000,287000,281000.0,135000.0,133000.0,136000,114000,113000
54A AVE,555000,554000,476000,412000,404000.0,194000.0,194000.0,195000,169000,168000
54A AVE,593000,591000,508000,451000,442000.0,214000.0,213000.0,212000,188000,187000
54A AVE,686000,678000,591000,509000,499000.0,248000.0,245000.0,252000,217000,215000
54A AVE,542000,534000,461000,403000,395000.0,189000.0,186000.0,185000,162000,161000
56 AVE,555000,554000,484000,394000,386000.0,252000.0,252000.0,272000,221000,219000
56 AVE,457000,451000,392000,313000,306000.0,194000.0,191000.0,207000,165000,163000
56 AVE,533000,521000,457000,370000,363000.0,243000.0,238000.0,257000,208000,206000
56 AVE,527000,518000,456000,369000,362000.0,241000.0,237000.0,256000,207000,205000
56 AVE,563000,561000,492000,400000,391000.0,258000.0,257000.0,278000,226000,223000
56 AVE,523000,523000,457000,368000,361000.0,236000.0,236000.0,257000,207000,205000
56 AVE,435000,432000,374000,297000,291000.0,180000.0,179000.0,194000,154000,152000
56 AVE,543000,534000,472000,384000,376000.0,252000.0,248000.0,268000,218000,216000
56 AVE,547000,538000,476000,387000,380000.0,255000.0,251000.0,272000,221000,219000
56 AVE,593000,590000,519000,425000,416000.0,278000.0,277000.0,299000,245000,242000
56 AVE,454000,449000,390000,312000,306000.0,192000.0,190000.0,205000,164000,163000
